신청날짜,사업장,품목코드,품목,수량,단가,금액
2019-12-25,대구,MF9-280,방진마스크,23,7000 ,161000 
2019-11-09,대구,MF8-957,가공유,34,500000 ,17000000 
2019-07-24,대구,MF2-728,PACKING PARTS,14,260000 ,3640000 
2019-02-01,대구,MF3-199,안전장비E,22,50000 ,1100000 
2019-01-29,대구,MF7-123,등산마스크,25,4000 ,100000 
2019-12-26,대구,MF5-829,청소용구A,19,13000 ,247000 
2019-08-25,대구,MF7-808,청소용구,8,8000 ,64000 
2019-11-18,대구,MF9-240,붕산,2,7000 ,14000 
2019-05-06,대구,MF8-112,안전장비E,34,50000 ,1700000 
2019-07-26,대구,MF3-004,전산용품,1,55000 ,55000 
2019-07-26,대구,MF1-303,방진마스크,42,7000 ,294000 
2019-05-17,대구,MF9-505,HOLE CUTTER,5,15000 ,75000 
2019-04-26,대구,MF1-149,청소용구,2,8000 ,16000 
2019-07-10,대구,MF3-527,MAGNET SWITCH,38,890000 ,33820000 
2019-08-25,대구,MF1-540,LIGHING LAMP,45,33000 ,1485000 
2019-09-29,대구,MF8-108,O-RING,37,46000 ,1702000 
2019-12-01,대구,MF3-865,PLUG,26,3000 ,78000 
2019-09-04,대구,MF2-731,종이컵,13,6000 ,78000 
2019-11-17,대구,MF5-325,붓,25,3000 ,75000 
2019-10-15,대구,MF3-565,DIAL GAUGE,6,130000 ,780000 
2019-05-21,대구,MF7-616,용접장갑,20,38000 ,760000 
2019-01-12,대구,MF6-838,철물,6,7000 ,42000 
2019-05-21,대구,MF1-484,용접장갑,34,38000 ,1292000 
2019-03-20,대구,MF4-499,에어건,35,20000 ,700000 
2019-09-03,대구,MF8-905,전산용품,34,55000 ,1870000 
2019-12-08,대구,MF9-538,일반마스크,1,6000 ,6000 
2019-09-01,대구,MF4-968,PAPER BRSH,2,40000 ,80000 
2019-07-11,대구,MF9-801,PLASTIC BOX,14,20000 ,280000 
2019-10-28,대구,MF4-939,BALL RETAINERS,39,34000 ,1326000 
2019-04-27,대구,MF9-887,철직자,31,1000 ,31000 
2019-03-16,대구,MF6-296,S45C(판재),17,200000 ,3400000 
2019-12-11,대구,MF5-579,PHOTO SENSOR,32,600000 ,19200000 
2019-08-23,대구,MF8-924,강관방청유(외측),21,860000 ,18060000 
2019-08-02,대구,MF7-070,구리스,6,330000 ,1980000 
2019-07-13,대구,MF7-871,PLASMA W/D PARTS,19,5000 ,95000 
2019-10-07,대구,MF2-027,HOOK,3,170000 ,510000 
2019-05-05,대구,MF2-867,LM BEARING,49,24000 ,1176000 
2019-05-25,대구,MF1-642,황사마스크,50,8000 ,400000 
2019-04-12,대구,MF2-582,OPP TAPE,21,26000 ,546000 
2019-06-23,대구,MF7-352,브레이크액,42,50000 ,2100000 
2019-08-23,대구,MF1-289,청소용구D,7,41000 ,287000 
2019-05-28,대구,MF7-948,안전장비,49,290000 ,14210000 
2019-07-09,대구,MF1-044,PIPE PACKING PARTS,2,2300000 ,4600000 
2019-10-20,대구,MF6-295,에어건,43,20000 ,860000 
2019-08-08,대구,MF2-321,강관조관유,2,330000 ,660000 
2019-02-23,대구,MF6-296,HISS PIN,15,97000 ,1455000 
2019-08-15,대구,MF4-953,수용성세척액,33,30000 ,990000 
2019-06-08,대구,MF3-277,OPP TAPE,25,26000 ,650000 
2019-08-24,대구,MF9-180,면장갑(10set),37,8000 ,296000 
2019-06-19,대구,MF5-971,PRESS 타발유,5,5700000 ,28500000 
2019-01-13,대구,MF6-971,구리스,44,330000 ,14520000 
2019-04-08,대구,MF9-525,LM BEARING,2,24000 ,48000 
2019-01-06,대구,MF9-054,LPG가스,10,210000 ,2100000 
2019-10-01,대구,MF7-776,액체질소,43,2000 ,86000 
2019-09-28,대구,MF8-402,드라이바,41,8000 ,328000 
2019-08-01,대구,MF4-397,안전장비E,24,50000 ,1200000 
2019-03-14,대구,MF3-125,RECEPTACLE,21,10000 ,210000 
2019-12-17,대구,MF4-572,청소용구,13,8000 ,104000 
2019-08-05,대구,MF3-129,의료품,10,2500000 ,25000000 
2019-04-02,대구,MF7-178,COUNTER DRILL,1,170000 ,170000 
2019-12-23,대구,MF2-110,ONE-TOUCH FITTING,29,59000 ,1711000 
2019-02-18,대구,MF9-414,면장갑,45,800 ,36000 
2019-10-24,대구,MF8-240,MOLD SPRING,32,30000 ,960000 
2019-05-08,대구,MF2-556,OPP TAPE,6,26000 ,156000 
2019-05-05,대구,MF2-811,파일/바인더류,29,2500 ,72500 
2019-07-22,대구,MF6-102,작업용장갑,17,4000 ,68000 
2019-01-26,대구,MF9-955,전선(동력선),7,9500 ,66500 
2019-05-10,대구,MF1-705,GAUGE,47,15000 ,705000 
2019-05-29,대구,MF9-637,BALL RETAINERS,41,34000 ,1394000 
2019-06-27,대구,MF2-710,PHOTO SENSOR,49,600000 ,29400000 
2019-12-10,대구,MF9-142,NUT,8,15000 ,120000 
2019-11-02,대구,MF5-586,수용성세척액,36,30000 ,1080000 
2019-01-29,대구,MF8-546,인쇄물,5,4700 ,23500 
2019-02-22,대구,MF2-551,MICRO METER,29,120000 ,3480000 
2019-06-24,대구,MF5-718,소모품,48,2200 ,105600 
2019-06-25,대구,MF2-290,강관방청유(외측),29,860000 ,24940000 
2019-10-19,대구,MF5-201,AIR CYLINDER,17,56000 ,952000 
2019-12-05,대구,MF8-984,MOLD SPRING,27,30000 ,810000 
2019-05-07,대구,MF1-810,HOOK,20,170000 ,3400000 
2019-02-12,대구,MF2-550,안전장비E,22,50000 ,1100000 
2019-04-22,대구,MF4-500,배관자재,32,3000 ,96000 
2019-02-19,대구,MF7-235,AL TAPE,4,15000 ,60000 
2019-08-17,대구,MF5-979,안전장비B,30,25000 ,750000 
2019-11-30,대구,MF3-890,에어건,11,20000 ,220000 
2019-10-10,대구,MF5-278,철직자,26,1000 ,26000 
2019-10-15,대구,MF8-576,절연판,12,45000 ,540000 
2019-07-16,대구,MF6-434,철물,13,7000 ,91000 
2019-10-06,대구,MF2-598,LIFTER PIN SET,21,180000 ,3780000 
2019-08-01,대구,MF8-236,안전장비B,41,25000 ,1025000 
2019-11-30,대구,MF8-129,BRUSH,31,3000 ,93000 
2019-09-24,대구,MF4-754,드라이바,2,8000 ,16000 
2019-02-25,대구,MF5-522,PHOTO SENSOR,40,600000 ,24000000 
2019-09-08,대구,MF5-780,PLASMA W/D PARTS,7,5000 ,35000 
2019-08-15,대구,MF6-288,의료품,45,2500000 ,112500000 
2019-12-30,대구,MF3-410,실리콘,43,150000 ,6450000 
2019-03-25,대구,MF3-181,PLUG,32,3000 ,96000 
2019-03-24,대구,MF9-852,절연판,39,45000 ,1755000 
2019-10-22,대구,MF7-273,면장갑(10set),43,8000 ,344000 
2019-03-24,대구,MF9-507,안전장비B,23,25000 ,575000 
2019-10-11,대구,MF8-978,GUIDE BUSHING,5,25000 ,125000 
2019-04-14,대구,MF8-605,기체질소,4,6800 ,27200 
2019-10-11,대구,MF5-565,오일주입기,22,33000 ,726000 
2019-08-12,대구,MF3-855,BRUSH,3,3000 ,9000 
2019-08-11,대구,MF3-682,PAPER BRSH,13,40000 ,520000 
2019-08-19,대구,MF1-282,BRACKER SWITCH,29,10000 ,290000 
2019-05-13,대구,MF3-884,GUIDE BUSHING,47,25000 ,1175000 
2019-02-14,대구,MF2-637,경유,22,80000 ,1760000 
2019-02-24,대구,MF8-668,윤활유,5,2000000 ,10000000 
2019-10-11,대구,MF3-610,AIR CYLINDER,40,56000 ,2240000 
2019-03-21,대구,MF8-901,마크펜,45,3000 ,135000 
2019-11-03,대구,MF5-369,배관자재,8,3000 ,24000 
2019-09-26,대구,MF3-343,등산마스크,31,4000 ,124000 
2019-02-23,대구,MF1-947,구리스,8,330000 ,2640000 
2019-03-27,대구,MF1-047,청소용구,31,8000 ,248000 
2019-04-12,대구,MF1-675,MICRO METER,31,120000 ,3720000 
2019-04-02,대구,MF2-877,전산용품,4,55000 ,220000 
2019-12-13,대구,MF8-743,HOLE CUTTER,41,15000 ,615000 
2019-11-23,대구,MF7-341,ANGLE,46,32000 ,1472000 
2019-10-02,대구,MF9-500,END MILL,27,170000 ,4590000 
2019-03-24,대구,MF7-541,안전장비E,6,50000 ,300000 
2019-08-05,대구,MF5-695,강관방청유(내측),22,540000 ,11880000 
2019-12-08,대구,MF2-848,철직자,10,1000 ,10000 
2019-06-23,대구,MF5-795,탄화수소세척액,42,33000 ,1386000 
2019-09-23,대구,MF1-996,GUIDE BUSHING,44,25000 ,1100000 
2019-12-23,대구,MF3-515,지류,24,15000 ,360000 
2019-10-09,대구,MF6-865,작업복B,7,33000 ,231000 
2019-04-01,대구,MF1-840,방진마스크,50,7000 ,350000 
2019-04-18,대구,MF9-866,AL TAPE,18,15000 ,270000 
2019-10-18,대구,MF5-222,BOLT,2,3000 ,6000 
2019-11-19,대구,MF5-796,NUT,8,15000 ,120000 
2019-08-02,대구,MF6-912,청소용구A,11,13000 ,143000 
2019-11-11,대구,MF7-187,PAPER BRSH,15,40000 ,600000 
2019-04-04,대구,MF6-170,오일주입기,7,33000 ,231000 
2019-09-18,대구,MF7-758,작업복B,43,33000 ,1419000 
2019-09-24,대구,MF2-837,커터기,31,7000 ,217000 
2019-07-16,대구,MF5-555,스치로폴,47,30000 ,1410000 
2019-09-19,대구,MF7-317,불화카리,8,83000 ,664000 
2019-01-13,대구,MF7-685,경유,22,80000 ,1760000 
2019-02-08,대구,MF3-038,BUTTOM DIE,14,42000 ,588000 
2019-06-02,대구,MF5-241,BALL VALVE,34,25000 ,850000 
2019-11-15,대구,MF7-557,파일/바인더류,10,2500 ,25000 
2019-11-29,대구,MF9-121,Pipe,24,530000 ,12720000 
2019-02-10,대구,MF7-808,강관방청유(내측),32,540000 ,17280000 
2019-01-25,대구,MF1-864,HOLE CUTTER,44,15000 ,660000 
2019-06-07,대구,MF7-606,청소용구A,16,13000 ,208000 
2019-05-20,대구,MF3-391,액체질소,12,2000 ,24000 
2019-12-20,대구,MF4-125,Pipe,6,530000 ,3180000 
2019-02-09,대구,MF6-187,P/Z O-RING,39,38000 ,1482000 
2019-02-14,대구,MF8-210,HOOK,31,170000 ,5270000 
2019-08-11,대구,MF6-970,청소용구E,42,52000 ,2184000 
2019-06-22,대구,MF3-952,실리콘,8,150000 ,1200000 
2019-09-07,대구,MF2-513,구리스,50,330000 ,16500000 
2019-04-28,대구,MF7-741,LIFTER PIN SET,50,180000 ,9000000 
2019-05-19,대구,MF1-994,AIR MODULAR UNIT,49,78000 ,3822000 
2019-04-30,대구,MF5-624,안전장비E,15,50000 ,750000 
2019-02-11,대구,MF6-966,용접장갑,39,38000 ,1482000 
2019-06-14,대구,MF4-916,청소용구E,21,52000 ,1092000 
2019-07-22,대구,MF8-626,BUTTOM DIE,23,42000 ,966000 
2019-08-26,대구,MF4-828,Chain,9,34000 ,306000 
2019-03-30,대구,MF5-348,GUIDE POST,10,340000 ,3400000 
2019-12-02,대구,MF8-942,PACKING PARTS,17,260000 ,4420000 
2019-08-30,대구,MF1-756,MICRO METER,13,120000 ,1560000 
2019-03-21,대구,MF1-023,GUIDE PIN,12,35000 ,420000 
2019-04-10,대구,MF1-307,화장지,11,4700 ,51700 
2019-02-11,대구,MF7-410,안전장비A,6,76800 ,460800 
2019-12-07,대구,MF8-088,PLASTIC BOX,49,20000 ,980000 
2019-11-14,대구,MF8-895,FLEXIBLE(전선관),2,57000 ,114000 
2019-05-17,대구,MF8-205,HOOK,6,170000 ,1020000 
2019-08-13,대구,MF2-671,종이컵,49,6000 ,294000 
2019-11-18,대구,MF5-264,청소용구E,49,52000 ,2548000 
2019-06-17,대구,MF2-768,스폰지,37,55000 ,2035000 
2019-05-30,대구,MF3-715,오일주입기,11,33000 ,363000 
2019-04-08,대구,MF9-350,실리콘,48,150000 ,7200000 
2019-12-26,대구,MF7-658,스폰지,6,55000 ,330000 
2019-07-01,대구,MF3-515,END MILL,45,170000 ,7650000 
2019-03-16,대구,MF9-985,일반마스크,44,6000 ,264000 
2019-06-14,대구,MF2-415,OPP TAPE,45,26000 ,1170000 
2019-07-12,대구,MF7-003,청소용구B,6,22000 ,132000 
2019-12-12,대구,MF2-454,청소용구C,40,35000 ,1400000 
2019-10-01,대구,MF2-710,HOLE CUTTER,44,15000 ,660000 
2019-06-09,대구,MF9-824,HOLE CUTTER,41,15000 ,615000 
2019-12-20,대구,MF2-157,마크펜,18,3000 ,54000 
2019-05-12,대구,MF7-283,ELECTRIC TOOL,20,16000 ,320000 
2019-02-10,대구,MF7-005,스치로폴,30,30000 ,900000 
2019-02-19,대구,MF9-598,안전장비C,23,30000 ,690000 
2019-09-11,대구,MF7-344,MOTOR,4,30000 ,120000 
2019-12-04,대구,MF3-607,ONE-TOUCH FITTING,10,59000 ,590000 
2019-03-12,대구,MF8-477,청소용구D,19,41000 ,779000 
2019-01-20,대구,MF8-046,COIL SPRING,16,200000 ,3200000 
2019-11-26,대구,MF1-431,PLUG,13,3000 ,39000 
2019-05-11,대구,MF9-637,S45C(판재),35,200000 ,7000000 
2019-04-04,대구,MF6-878,BALL RETAINERS,14,34000 ,476000 
2019-02-10,대구,MF4-236,S45C(판재),39,200000 ,7800000 
2019-06-22,대구,MF7-440,GRIND STONE,7,240000 ,1680000 
2019-04-15,대구,MF4-176,안전장비D,33,21000 ,693000 
2019-03-17,대구,MF2-908,드라이바,7,8000 ,56000 
2019-11-03,대구,MF6-504,AIR MODULAR UNIT,40,78000 ,3120000 
2019-05-29,대구,MF8-893,BALL VALVE,1,25000 ,25000 
2019-11-03,대구,MF5-249,DIAL GAUGE,19,130000 ,2470000 
2019-02-12,대구,MF8-639,의료품,12,2500000 ,30000000 
2019-07-30,대구,MF9-044,구리스,47,330000 ,15510000 
2019-07-04,대구,MF5-083,작업복,4,1300000 ,5200000 
2019-01-25,대구,MF3-050,S45C(판재),45,200000 ,9000000 
2019-01-01,대구,MF8-340,청소용구A,45,13000 ,585000 
2019-11-30,대구,MF5-165,청소용구C,13,35000 ,455000 
2019-04-14,대구,MF6-391,방진마스크,26,7000 ,182000 
2019-07-23,대구,MF5-630,필기구류,33,1500 ,49500 
2019-10-19,대구,MF5-185,각관,1,230000 ,230000 
2019-01-02,대구,MF8-130,O-RING,32,46000 ,1472000 
2019-06-17,대구,MF5-089,비닐,28,15500 ,434000 
2019-03-30,대구,MF8-594,붓,5,3000 ,15000 
2019-06-20,대구,MF9-420,ANGLE,12,32000 ,384000 
2019-11-01,대구,MF7-375,드라이바,49,8000 ,392000 
2019-06-07,대구,MF6-299,작업복B,11,33000 ,363000 
2019-07-09,대구,MF6-923,윤활유,35,2000000 ,70000000 
2019-02-22,대구,MF6-516,BUTTOM DIE,49,42000 ,2058000 
2019-12-10,대구,MF7-901,백관,25,56000 ,1400000 
2019-09-27,대구,MF4-051,배관자재,12,3000 ,36000 
2019-05-16,대구,MF7-736,Pipe,18,530000 ,9540000 
2019-09-08,대구,MF3-706,오일주입기,9,33000 ,297000 
2019-12-07,대구,MF9-113,강관방청유(외측),42,860000 ,36120000 
2019-06-19,대구,MF2-560,INSULATION TAPE,47,27000 ,1269000 
2019-06-09,대구,MF4-230,AIR CYLIDER 부품,3,45000 ,135000 
2019-05-10,대구,MF1-069,BOLT,19,3000 ,57000 
2019-05-22,대구,MF4-510,COUNTER DRILL,10,170000 ,1700000 
2019-07-13,대구,MF5-471,CABLE TIE,24,10000 ,240000 
2019-09-14,대구,MF2-683,지류,43,15000 ,645000 
2019-12-29,대구,MF6-688,GUIDE POST,39,340000 ,13260000 
2019-09-02,대구,MF9-604,탄화수소세척액,14,33000 ,462000 
2019-10-22,대구,MF9-013,각관,4,230000 ,920000 
2019-08-20,대구,MF5-653,용접장갑,26,38000 ,988000 
2019-03-04,대구,MF2-732,DOWEL PIN,27,430000 ,11610000 
2019-07-02,대구,MF8-150,수용성세척액,32,30000 ,960000 
2019-02-19,대구,MF6-273,작업복,24,1300000 ,31200000 
2019-11-28,대구,MF3-190,브레이크액,1,50000 ,50000 
2019-12-16,대구,MF4-723,AIR BOX,37,220000 ,8140000 
2019-09-29,대구,MF1-687,일반마스크,9,6000 ,54000 
2019-04-15,대구,MF4-948,액체알곤,6,9000 ,54000 
2019-11-19,대구,MF7-867,GUIDE PIN,36,35000 ,1260000 
2019-01-22,대구,MF1-865,와샤,40,60000 ,2400000 
2019-09-24,대구,MF6-546,일반사무용품류,16,2100 ,33600 
2019-01-26,대구,MF3-430,일반마스크,45,6000 ,270000 
2019-03-23,대구,MF7-344,절연판,28,45000 ,1260000 
2019-03-23,대구,MF5-490,GUIDE PIN,1,35000 ,35000 
2019-02-20,대구,MF8-761,PACKING PARTS,45,260000 ,11700000 
2019-01-17,대구,MF6-454,청소용구E,18,52000 ,936000 
2019-03-18,대구,MF8-157,RELAY SWITCH,45,13000 ,585000 
2019-06-02,대구,MF3-375,공업용장갑,4,6500 ,26000 
2019-10-23,대구,MF5-023,화장지,10,4700 ,47000 
2019-11-15,대구,MF7-986,PAPER,33,39000 ,1287000 
2019-01-30,대구,MF4-805,일반사무용품류,26,2100 ,54600 
2019-01-26,대구,MF4-225,청소용구,47,8000 ,376000 
2019-11-10,대구,MF8-779,DIAL GAUGE,30,130000 ,3900000 
2019-06-09,대구,MF7-101,안전장비E,46,50000 ,2300000 
2019-10-26,대구,MF3-351,방진마스크,6,7000 ,42000 
2019-04-08,대구,MF2-030,FLEXIBLE(전선관),11,57000 ,627000 
2019-01-15,대구,MF3-733,FUSE,41,2000 ,82000 
2019-10-24,대구,MF3-154,철사,35,20000 ,700000 
2019-11-18,대구,MF1-961,청소용구D,3,41000 ,123000 
2019-02-12,대구,MF2-612,작업복,38,1300000 ,49400000 
2019-06-02,대구,MF4-132,AIR BOX,50,220000 ,11000000 
2019-11-11,대구,MF4-592,커터기,50,7000 ,350000 
2019-08-28,대구,MF7-126,액체알곤,44,9000 ,396000 
2019-06-23,대구,MF2-274,HYDRAULIC HOSE,31,27000 ,837000 
2019-11-27,대구,MF8-178,DRAWING OIL,50,67000 ,3350000 
2019-02-25,대구,MF5-206,종이컵,49,6000 ,294000 
2019-06-15,대구,MF7-414,줄자,49,5000 ,245000 
2019-10-30,대구,MF8-801,BALL RETAINERS,13,34000 ,442000 
2019-12-17,대구,MF8-183,LIMIT SWITCH,9,74000 ,666000 
2019-07-09,대구,MF5-826,윤활유,10,2000000 ,20000000 
2019-02-22,대구,MF6-848,S45C(봉),4,45000 ,180000 
2019-03-12,대구,MF6-134,AL TAPE,38,15000 ,570000 
2019-04-20,대구,MF1-614,안전장비,21,290000 ,6090000 
2019-09-08,대구,MF9-215,스치로폴,34,30000 ,1020000 
2019-07-08,대구,MF1-484,강관방청유(내측),12,540000 ,6480000 
2019-06-13,대구,MF2-516,PAPER BRSH,14,40000 ,560000 
2019-08-14,대구,MF3-978,각관,44,230000 ,10120000 
2019-04-12,대구,MF4-361,PIPE PACKING PARTS,32,2300000 ,73600000 
2019-05-07,대구,MF3-289,PLUG,36,3000 ,108000 
2019-02-17,대구,MF6-615,PUSH BUTTON S/W,26,15000 ,390000 
2019-07-05,대구,MF8-282,알코올,11,8000 ,88000 
2019-07-17,대구,MF6-348,스치로폴,40,30000 ,1200000 
2019-09-12,대구,MF2-192,강관방청유(내측),22,540000 ,11880000 
2019-12-24,대구,MF1-052,필기구류,23,1500 ,34500 
2019-12-30,대구,MF3-291,DIAL GAUGE,24,130000 ,3120000 
2019-08-13,대구,MF2-489,COUNTER DRILL,33,170000 ,5610000 
2019-01-13,대구,MF3-013,붓,27,3000 ,81000 
2019-07-19,대구,MF9-219,방진마스크,35,7000 ,245000 
2019-11-20,대구,MF6-656,ANGLE,23,32000 ,736000 
2019-09-24,대구,MF7-595,HYDRAULIC HOSE,11,27000 ,297000 
2019-01-15,대구,MF6-467,AL TAPE,50,15000 ,750000 
2019-12-30,대구,MF6-863,종이컵,18,6000 ,108000 
2019-02-10,대구,MF9-907,Chain,32,34000 ,1088000 
2019-01-02,대구,MF3-456,전선(동력선),31,9500 ,294500 
2019-04-02,대구,MF1-587,NUT,27,15000 ,405000 
2019-12-24,대구,MF9-815,MICRO METER,30,120000 ,3600000 
2019-08-19,대구,MF5-164,COIL SPRING,47,200000 ,9400000 
2019-06-20,대구,MF7-193,안전장비B,33,25000 ,825000 
2019-11-05,대구,MF4-273,철물,4,7000 ,28000 
2019-05-14,대구,MF5-524,용접장갑,15,38000 ,570000 
2019-02-03,대구,MF7-844,안전장비B,36,25000 ,900000 
2019-10-01,대구,MF8-792,안전장비B,1,25000 ,25000 
2019-06-24,대구,MF4-486,목재,1,6700 ,6700 
2019-07-11,대구,MF2-771,액체알곤,50,9000 ,450000 
2019-12-20,대구,MF8-160,경유,45,80000 ,3600000 
2019-05-09,대구,MF8-581,AIR BOX,30,220000 ,6600000 
2019-08-13,대구,MF6-921,작업복B,36,33000 ,1188000 
2019-01-02,대구,MF1-968,경유,3,80000 ,240000 
2019-02-15,대구,MF4-005,일반마스크,24,6000 ,144000 
2019-04-16,대구,MF3-773,CABLE TIE,22,10000 ,220000 
2019-03-28,대구,MF8-707,PACKING PARTS,32,260000 ,8320000 
2019-06-11,대구,MF2-728,PIPE PACKING PARTS,40,2300000 ,92000000 
2019-11-05,대구,MF6-796,붓,11,3000 ,33000 
2019-03-07,대구,MF7-865,가공유,20,500000 ,10000000 
2019-08-15,대구,MF7-197,작업용장갑,50,4000 ,200000 
2019-06-09,대구,MF2-383,MAGNET SWITCH,29,890000 ,25810000 
2019-10-21,대구,MF5-645,안전장비A,20,76800 ,1536000 
2019-03-12,대구,MF5-943,청소용구C,30,35000 ,1050000 
2019-02-10,대구,MF5-887,C2H2(아세틸렌),50,14000 ,700000 
2019-03-06,대구,MF3-390,청소용구E,49,52000 ,2548000 
2019-11-14,대구,MF4-544,줄자,4,5000 ,20000 
2019-12-28,대구,MF4-001,실리콘,12,150000 ,1800000 
2019-08-24,대구,MF8-951,ELECTRIC TOOL,44,16000 ,704000 
2019-09-11,대구,MF2-945,강관조관유,30,330000 ,9900000 
2019-09-30,대구,MF1-849,액체질소,7,2000 ,14000 
2019-01-19,대구,MF4-280,MAGNET SWITCH,28,890000 ,24920000 
2019-08-05,대구,MF6-730,C2H2(아세틸렌),2,14000 ,28000 
2019-03-19,대구,MF1-961,의료품,1,2500000 ,2500000 
2019-04-18,대구,MF6-529,접착제,38,20000 ,760000 
2019-10-13,대구,MF5-381,GUIDE BUSHING,13,25000 ,325000 
2019-02-01,대구,MF9-834,청소용구A,22,13000 ,286000 
2019-07-08,대구,MF8-708,LIMIT SWITCH,6,74000 ,444000 
2019-01-10,대구,MF8-052,액체알곤,12,9000 ,108000 
2019-10-09,대구,MF2-035,작업복B,11,33000 ,363000 
2019-11-19,대구,MF8-247,청소용구B,14,22000 ,308000 
2019-02-07,대구,MF7-453,NUT,22,15000 ,330000 
2019-06-04,대구,MF2-169,LM BEARING,33,24000 ,792000 
2019-02-14,대구,MF5-298,인쇄물,24,4700 ,112800 
2019-08-02,대구,MF3-376,줄자,16,5000 ,80000 
2019-12-05,대구,MF9-569,스폰지,24,55000 ,1320000 
2019-09-05,대구,MF9-608,PRESS 타발유,15,5700000 ,85500000 
2019-05-24,대구,MF3-542,GRIND STONE,30,240000 ,7200000 
2019-12-23,대구,MF2-589,안전장비A,3,76800 ,230400 
2019-01-16,대구,MF2-922,필기구류,34,1500 ,51000 
2019-07-27,대구,MF5-174,철사,41,20000 ,820000 
2019-01-12,대구,MF8-626,작업복B,48,33000 ,1584000 
2019-11-16,대구,MF9-858,FUSE,48,2000 ,96000 
2019-04-01,대구,MF6-262,가공유,1,500000 ,500000 
2019-03-06,대구,MF2-236,S45C(판재),43,200000 ,8600000 
2019-05-05,대구,MF4-834,면장갑,46,800 ,36800 
2019-08-17,대구,MF1-530,LIGHING LAMP,49,33000 ,1617000 
2019-09-01,대구,MF6-556,GUIDE PIN,50,35000 ,1750000 
2019-11-21,대구,MF6-502,LINE TAPE,44,30000 ,1320000 
2019-03-14,대구,MF9-159,DRAWING OIL,42,67000 ,2814000 
2019-06-17,대구,MF9-261,액체알곤,36,9000 ,324000 
2019-04-19,대구,MF4-670,OPP TAPE,42,26000 ,1092000 
2019-01-28,대구,MF6-727,AIR CYLINDER,11,56000 ,616000 
2019-04-14,대구,MF6-611,화장지,43,4700 ,202100 
2019-01-16,대구,MF1-386,COUNTER DRILL,47,170000 ,7990000 
2019-02-06,대구,MF4-001,C2H2(아세틸렌),6,14000 ,84000 
2019-09-14,대구,MF3-868,PRESS 타발유,26,5700000 ,148200000 
2019-05-29,대구,MF4-910,황사마스크,22,8000 ,176000 
2019-10-06,대구,MF1-345,BOLT,19,3000 ,57000 
2019-04-11,대구,MF6-937,C2H2(아세틸렌),15,14000 ,210000 
2019-11-06,대구,MF1-671,HOLE CUTTER,33,15000 ,495000 
2019-06-17,대구,MF6-937,GUIDE POST,44,340000 ,14960000 
2019-09-25,대구,MF8-689,RECEPTACLE,16,10000 ,160000 
2019-04-28,대구,MF7-448,GUIDE POST,23,340000 ,7820000 
2019-08-22,대구,MF1-958,LM BEARING,38,24000 ,912000 
2019-12-14,대구,MF9-949,PLASMA W/D PARTS,27,5000 ,135000 
2019-03-02,대구,MF8-662,PILOT PUNCH,15,380000 ,5700000 
2019-07-06,대구,MF4-267,경유,29,80000 ,2320000 
2019-01-25,대구,MF5-977,RECEPTACLE,46,10000 ,460000 
2019-05-08,대구,MF3-215,INSERT TIP,42,30000 ,1260000 
2019-06-27,대구,MF2-073,강관조관유,30,330000 ,9900000 
2019-07-13,대구,MF4-988,O-RING,13,46000 ,598000 
2019-09-01,대구,MF2-985,HOLE CUTTER,17,15000 ,255000 
2019-12-18,대구,MF3-263,O-RING,22,46000 ,1012000 
2019-02-15,대구,MF4-620,와샤,12,60000 ,720000 
2019-01-21,광주,MF1-767,PRESS 타발유,33,5700000 ,188100000 
2019-02-05,광주,MF9-540,안전장비B,50,25000 ,1250000 
2019-04-24,광주,MF1-941,BRUSH,24,3000 ,72000 
2019-06-19,광주,MF7-990,PAPER BRSH,41,40000 ,1640000 
2019-07-13,광주,MF5-927,안전장비,30,290000 ,8700000 
2019-03-02,광주,MF6-462,접착제,28,20000 ,560000 
2019-10-18,광주,MF2-550,BALL VALVE,39,25000 ,975000 
2019-05-19,광주,MF3-820,AIR CYLIDER 부품,49,45000 ,2205000 
2019-08-29,광주,MF1-179,BRACKER SWITCH,35,10000 ,350000 
2019-05-01,광주,MF8-619,MOLD SPRING,44,30000 ,1320000 
2019-09-06,광주,MF7-340,COIL SPRING,29,200000 ,5800000 
2019-02-14,광주,MF9-313,BITE,3,86000 ,258000 
2019-03-01,광주,MF4-731,GUIDE POST,26,340000 ,8840000 
2019-03-19,광주,MF8-555,안전장비B,13,25000 ,325000 
2019-10-21,광주,MF2-453,DOWEL PIN,42,430000 ,18060000 
2019-02-28,광주,MF2-987,LOCATION PIN,12,790000 ,9480000 
2019-05-01,광주,MF7-492,와샤,36,60000 ,2160000 
